CUI,SAB_x,SAB_y,STR,DEF
C0687720,HPO,DXP,"DIABETES INSIPIDUS, NEUROHYPOPHYSEAL",A form of diabetes insipidus related to a failure of vasopressin (AVP) release from the hypothalamus. [HPO:curators]
C0687720,ORPHANET,DXP,"DIABETES INSIPIDUS, NEUROHYPOPHYSEAL",Central diabetes insipidus (CDI) is a hypothalamus-pituitary disease characterized by polyuria and polydipsia due to a vasopressin (AVP) deficiency. It can be inherited or acquired (hereditary CDI and acquired CDI; see these terms).
C0699739,CSP,DXP,"NEUROPATHY, CONGENITAL, SENSORY","group of peripheral nervous system hereditary disorders with varying course, symptoms, neuropathology, and genetics, but characterized by degeneration of peripheral nerves, and clinically by loss of sensation."
C0699790,NCI,DXP,"COLON, CARCINOMA",A malignant epithelial neoplasm that arises from the colon and invades through the muscularis mucosa into the submucosa. The vast majority are adenocarcinomas.
C0699791,NCI,DXP,"STOMACH, CARCINOMA","A malignant epithelial tumor of the stomach mucosa. The vast majority of gastric carcinomas are adenocarcinomas, arising from the gastric glandular epithelium."
C0699885,HPO,DXP,BLADDER CARCINOMA,The presence of a carcinoma of the urinary bladder. [HPO:probinson]
C0699885,NCI,DXP,BLADDER CARCINOMA,"A carcinoma arising from the bladder epithelium. Approximately 90% of the bladder carcinomas are transitional cell carcinomas. The remainder are squamous cell carcinomas, adenocarcinomas and small cell neuroendocrine carcinomas."
C0700101,NCI,DXP,"URETHRA, CARCINOMA","A carcinoma that arises from the urethra. Morphologically, the tumors are similar to those described in the bladder."
C0700345,MSH,DXP,"VULVOVAGINITIS, MYCOTIC",Infection of the VULVA and VAGINA with a fungus of the genus CANDIDA.
C0700345,NCI,DXP,"VULVOVAGINITIS, MYCOTIC",Infection of the vulva and vagina with a fungus of the genus CANDIDA. It is a disease associated with HIV infection.
C0700639,NCI,DXP,"PYLORIC STENOSIS, CONGENITAL HYPERTROPHIC",An abnormality characterized by thickening of the muscle in the wall of the pylorus. It results in the narrowing of the pyloric channel. The overlying mucosa may appear hypertrophic as well. Clinical signs and symptoms appear early in life and include projectile vomiting and dehydration.
C0700639,HPO,DXP,"PYLORIC STENOSIS, CONGENITAL HYPERTROPHIC","Pyloric stenosis, also known as infantile hypertrophic pyloric stenosis, is an uncommon condition in infants characterized by abnormal thickening of the pylorus muscles in the stomach leading to gastric outlet obstruction. Clinically infants are well at birth. Then, at 3 to 6 weeks of age, the infants present with projectile vomiting, potentially leading to dehydration and weight loss. [HPO:probinson, PMID:32310391]"
C0700639,MSH,DXP,"PYLORIC STENOSIS, CONGENITAL HYPERTROPHIC",Narrowing of the pyloric canal due to HYPERTROPHY of the surrounding circular muscle. It is usually seen in infants or young children.
C0701807,NCI,DXP,ACUTE ANTERIOR UVEITIS,"Sudden onset of anterior uveitis, usually unilateral, and associated with pain, erythema, photophobia, and blurred vision. Often associated with HLA-B27, with or without co-existing spondyloarthritis."
C0701818,MSH,DXP,CHOLEDOCHOLITHIASIS,Presence or formation of GALLSTONES in the COMMON BILE DUCT.
C0740364,NCI,DXP,"OVARY, CYST, BENIGN",A non-malignant ovarian cyst.
C0740487,NCI,DXP,"SINUS, MAXILLARY, CARCINOMA","A carcinoma that arises from the maxillary sinus. Representative examples include squamous cell carcinoma, adenocarcinoma, and adenoid cystic carcinoma."
C0744295,HPO,DXP,STOMACH LEIOMYOSARCOMA,"A malignant neoplasm of the stomach that grows submucosally in the gastric wall. Necrosis and hemorrhage may be visible radiologically. Histologically, spindle cells with abnormal mitotic activity may be visible. [NCIT:C27200, PMID:25069607]"
C0744295,NCI,DXP,STOMACH LEIOMYOSARCOMA,"An aggressive malignant smooth muscle neoplasm, arising from the stomach. It is characterized by a proliferation of neoplastic spindle cells."
C0747548,NCI,DXP,"PHARYNX, CARCINOMA","Carcinoma, predominantly squamous cell, arising from the epithelial cells of the pharynx."
C0751336,NCI,DXP,"MUSCULAR DYSTROPHY, DISTAL","A group of genetic degenerative muscle disorders affecting the muscles of the lower arms, hands, lower legs, and feet."
C0751336,ORPHANET,DXP,"MUSCULAR DYSTROPHY, DISTAL",Distal myopathy refers to a group of muscle diseases which share the clinical pattern of predominant weakness and atrophy beginning in the feet and/or hands.
C0751336,MSH,DXP,"MUSCULAR DYSTROPHY, DISTAL","A heterogeneous group of genetic disorders characterized by progressive MUSCULAR ATROPHY and MUSCLE WEAKNESS beginning in the hands, the legs, or the feet. Most are adult-onset autosomal dominant forms. Others are autosomal recessive."
C0751495,CSP,DXP,FOCAL SEIZURE,"any seizure due to a lesion in a specific, known area of the cerebral cortex; symptoms vary with different lesion locations."
C0751495,NCI,DXP,FOCAL SEIZURE,"A transitory alteration in movement, sensation or autonomic nerve function due to abnormal electric activity in a localized area of the cerebral cortex, usually without change in awareness or alertness. Symptoms vary with different lesion locations and may include but not limited to the motor (e.g. rhythmic muscle contractions in one area of the body), somatosensory and sensory alterations manifested by abnormal numbness, paresthesias or other hallucinations, including several types of aura; autonomic and psychic symptoms, e.g. with changes in speech, thought, personality, mood, sensation of deja vu or hallucinations."
C0751495,HPO,DXP,FOCAL SEIZURE,"A focal-onset seizure is a type of seizure originating within networks limited to one hemisphere. They may be discretely localized or more widely distributed, and may originate in subcortical structures. [HPO:jalbers, PMID:28276060, PMID:28276064]"
C0751908,MSH,DXP,VESTIBULAR NEURONITIS,"Idiopathic inflammation of the VESTIBULAR NERVE, characterized clinically by the acute or subacute onset of VERTIGO; NAUSEA; and imbalance. The COCHLEAR NERVE is typically spared and HEARING LOSS and TINNITUS do not usually occur. Symptoms usually resolve over a period of days to weeks. (Adams et al., Principles of Neurology, 6th ed, p304)"
C0812437,JABL,DXP,OCULODENTODIGITAL DYSPLASIA SYNDROME,"A syndrome with a variable phenotype marked mainly by eye abnormalities, craniofacial dysmorphism, dental anomalies, hand and foot malformations, various skeletal defects, and mildly delayed mental development."
C0812437,ORPHANET,DXP,OCULODENTODIGITAL DYSPLASIA SYNDROME,"A rare congenital malformation syndrome characterized by craniofacial, ocular, dental, digital anomalies and neurologic symptoms."
C0812470,NCI,DXP,"ABORTION, INCOMPLETE","The uterus is not entirely emptied of products of conception following spontaneous, medical or operative pregnancy termination."
C0850572,NCI,DXP,"COLON, ADENOMATOUS POLYP","A polypoid adenoma that arises from and protrudes into the lumen of the colon. Epithelial dysplasia is always present. According to the architectural pattern it is classified as tubular, tubulovillous, or villous."
C0856761,MSH,DXP,"LIVER, VEINS, OCCLUSION",A condition in which the hepatic venous outflow is obstructed anywhere from the small HEPATIC VEINS to the junction of the INFERIOR VENA CAVA and the RIGHT ATRIUM. Usually the blockage is extrahepatic and caused by blood clots (THROMBUS) or fibrous webs. Parenchymal FIBROSIS is uncommon.
C0856761,HPO,DXP,"LIVER, VEINS, OCCLUSION","Budd-Chiari syndrome (BCS) is caused by obstruction of hepatic venous outflow at any level from the small hepatic veins to the junction of the inferior vena cava (IVC) with the right atrium, 1 and occurs in 1/100,000 of the general population worldwide. The most common presentation is with ascites, but can range from fulminant hepatic failure (FHF) to asymptomatic forms. Obstruction of hepatic venous outflow is mainly caused by primary intravascular thrombosis, which can occur suddenly or be repeated over time, accompanied by some revascularization, accounting for the variable parenchymal hepatic damage and histologic presentation. Budd-Chiari syndrome is thus a disease, but since it occurs as a manifestation of several other diseases, this term is kept for the present for convenience. [HPO:probinson, PMID:16265183]"
C0856761,ORPHANET,DXP,"LIVER, VEINS, OCCLUSION",A rare vascular liver disease characterized by obstruction of hepatic venous outflow involving either the hepatic veins or the terminal segment of the inferior vena cava.
C0877172,NCI,DXP,"HEMATOMA, EPIDURAL, SPINAL",A collection of blood into the space between the dura mater and the skull.
C0877172,MSH,DXP,"HEMATOMA, EPIDURAL, SPINAL","A rare epidural hematoma in the spinal epidural space, usually due to a vascular malformation (CENTRAL NERVOUS SYSTEM VASCULAR MALFORMATIONS) or TRAUMA. Spontaneous spinal epidural hematoma is a neurologic emergency due to a rapidly evolving compressive MYELOPATHY."
C0920305,NCI,DXP,"INTESTINE, SMALL, LEIOMYOSARCOMA","An aggressive malignant smooth muscle neoplasm, arising from the small intestine. It is characterized by a proliferation of neoplastic spindle cells."
C0920305,SNOMEDCT_US,DXP,"INTESTINE, SMALL, LEIOMYOSARCOMA","A rare type of small bowel malignancy, originating in the smooth muscle cells within the muscularis propria or the muscularis mucosa, most often found in the jejunum, and presenting with gastrointestinal bleeding and anaemia and sometimes with other non-specific symptoms such as vomiting, nausea, abdominal pain and weakness and spreading to regional lymph nodes in 14% of cases."
C0920305,SNOMEDCT_US,DXP,"INTESTINE, SMALL, LEIOMYOSARCOMA","A rare type of small bowel malignancy, originating in the smooth muscle cells within the muscularis propria or the muscularis mucosa, most often found in the jejunum, and presenting with gastrointestinal bleeding and anemia and sometimes with other non-specific symptoms such as vomiting, nausea, abdominal pain and weakness and spreading to regional lymph nodes in 14% of cases."
C0920305,ORPHANET,DXP,"INTESTINE, SMALL, LEIOMYOSARCOMA","Small bowel leiomyosarcoma is a rare type of small bowel malignancy, originating in the smooth muscle cells within the muscularis propria or the muscularis mucosa, most often found in the jejunum, and presenting with gastrointestinal bleeding and anemia and sometimes with other non-specific symptoms such as vomiting, nausea, abdominal pain and weakness and spreading to regional lymph nodes in 14% of cases."
C0936016,CSP,DXP,TESTICULAR FEMINIZATION SYNDROME,"aspects of female morphology in a XY genotype caused by defects in cellular receptors for testosterone and dihydrotestosterone, transmitted as an x-linked trait."
C0936016,JABL,DXP,TESTICULAR FEMINIZATION SYNDROME,"Sexual ambiguity in males due to a sexual differentiation disorder caused by testicular failure to respond to androgens. The affected males have abdominal and inguinal testes, female external genitalia and breasts, blind vaginas, and absent uteri. Some patients have absent pubic and axillary hair, hence the synonym ""hairless pseudofemale."" Mental retardation occurs in some cases."
C0936016,NCI,DXP,TESTICULAR FEMINIZATION SYNDROME,"A genetic disorder associate with a mutation in the AR gene, resulting in the complete resistance to androgenic hormones."
C0936016,ORPHANET,DXP,TESTICULAR FEMINIZATION SYNDROME,"Complete androgen insensitivity syndrome (CAIS) is a form of androgen insensitivity syndrome (AIS; see this term), a disorder of sex development (DSD), characterized by the presence of female external genitalia in a 46,XY individual with normal testis development but undescended testes and unresponsiveness to age-appropriate levels of androgens."
C0936016,MSH,DXP,TESTICULAR FEMINIZATION SYNDROME,"A disorder also known as complete androgen insensitivity syndrome (CAIS). The 46,XY genetic male totally lacks androgen responsiveness in the target organs thus exhibits a female phenotype."
C0948216,NCI,DXP,"OVARY, ADENOCARCINOMA","An adenocarcinoma that arises from the ovary. It is the most common type of ovarian carcinoma. It includes the serous adenocarcinoma, mucinous adenocarcinoma, clear cell adenocarcinoma, and endometrioid adenocarcinoma."
